split,rows,hotel_City_Hotel_pct,hotel_Resort_Hotel_pct,deposit_No_Deposit_pct,deposit_Non_Refund_pct,deposit_Refundable_pct,lead_time_mean,lead_time_median,cancellation_rate
train,49108,64.30724118269936,35.69275881730064,84.50557953897531,15.260242730308708,0.23417773071597298,88.92009448562352,56.0,0.3580068420623931
validation,29482,68.30269316871312,31.697306831286888,89.86839427447256,10.063767722678245,0.06783800284919612,122.11942880401601,84.0,0.36917441150532526
test,12789,65.24356869184456,34.75643130815544,89.78027992806318,10.21972007193682,0.0,65.6888732504496,36.0,0.3345062162796153
production,27830,68.63816025871363,31.361839741286378,89.77362558390226,10.129356809198708,0.09701760689902983,129.48465684513116,114.0,0.4116421128278836
